VOLTAITEM;STAITEMNBR;IST-Bestand;VOLTAUOM;Beschreib;Ort;VOLTAITEM;STAITEMNBR;
C1000400-AC;ST0023718;5;EA;IP LOWER-SUPPORT BRACKET;12036218;C1000400-AC;ST0023719;Metal Fabrication
C1000400-AC;ST0023718;33;EA;IP LOWER-SUPPORT BRACKET;U7005011;C1000400-AC;ST0023719;Metal Fabrication
C1000400-AC;ST0023718;0;EA;IP LOWER-SUPPORT BRACKET;WE47A;C1000400-AC;ST0023719;Metal Fabrication
C1000401-AB;ST0020058;27;EA;IP LOWER-UPPER SUPPORT B;U7005011;C1000401-AB;ST0020059;Metal Fabrication
C1000401-AB;ST0020058;0;EA;IP LOWER-UPPER SUPPORT B;WE47A;C1000401-AB;ST0020059;Metal Fabrication
C1000401-AB;ST0020058;10;EA;IP LOWER-UPPER SUPPORT B;12036099;C1000401-AB;ST0020059;Metal Fabrication
C1000402-AB;ST0020059;0;EA;IP LOWER-UPPER SUPPORT B;WE47A;C1000402-AB;ST0020060;Metal Fabrication
C1000402-AB;ST0020059;11;EA;IP LOWER-UPPER SUPPORT B;12036099;C1000402-AB;ST0020060;Metal Fabrication
C1000402-AB;ST0020059;26;EA;IP LOWER-UPPER SUPPORT B;U7005011;C1000402-AB;ST0020060;Metal Fabrication
C1000403-AA;ST0019294;84;EA;M4X0.7 - 20MM. PC10.9. C;Auktion2;C1000403-AA;ST0019295;Fasteners
C1000411-AA;ST0019521;89;EA;CABLE TIE 300MM X 4.8 MM;12034048;C1000411-AA;ST0019522;HV component
C1000411-AA;ST0019521;100;EA;CABLE TIE 300MM X 4.8 MM;12034018;C1000411-AA;ST0019522;HV component
C1000411-AA;ST0019521;30;EA;CABLE TIE 300MM X 4.8 MM;12042054;C1000411-AA;ST0019522;HV component
C1000418-AA;ST0019611;33;EA;WARNING TRIANGLES;47J10316;C1000418-AA;ST0019612;Others (Sealing, NVH, Hoses, …)
C1000418-AA;ST0019611;8;EA;WARNING TRIANGLES;47124099;C1000418-AA;ST0019612;Others (Sealing, NVH, Hoses, …)
C1000419-AA;ST0019612;24;EA;WORK LIGHTS FOR GERMAN M;47124099;C1000419-AA;ST0019613;Others (Sealing, NVH, Hoses, …)
C1000420-AA;ST0019613;19;EA;WHEEL CHOCKS;U9504041;C1000420-AA;ST0019614;Others (Sealing, NVH, Hoses, …)
C1000420-AA;ST0019613;30;EA;WHEEL CHOCKS;47124099;C1000420-AA;ST0019614;Others (Sealing, NVH, Hoses, …)
C1000420-AA;ST0019613;0;EA;WHEEL CHOCKS;47j06316;C1000420-AA;ST0019614;Others (Sealing, NVH, Hoses, …)
C1000421-AA;ST0019614;12;EA;500MM METAL STORAGE BOX;47UKONTR;C1000421-AA;ST0019615;Others (Sealing, NVH, Hoses, …)
C1000421-AA;ST0019614;-3;EA;500MM METAL STORAGE BOX;47129999;C1000421-AA;ST0019615;Others (Sealing, NVH, Hoses, …)
C1000422-AA;ST0019615;-6;EA;T- KEYS;47129999;C1000422-AA;ST0019616;Others (Sealing, NVH, Hoses, …)
C1000430-AA;ST0019731;26;EA;CB420-50E  ACRYLIC STRUC;47J09312;C1000430-AA;ST0019732;Consumable
C1000430-AA;ST0019731;42;EA;CB420-50E  ACRYLIC STRUC;U7504012;C1000430-AA;ST0019732;Consumable
C1000430-AA;ST0019731;1;EA;CB420-50E  ACRYLIC STRUC;U3001012;C1000430-AA;ST0019732;Consumable
C1000433-AA;ST0019732;12 500,00;EA;INTERNALLY FIXTURED CABL;Q-Kabel;C1000433-AA;ST0019733;Fasteners
C1000435-AA;ST0019733;42;EA;HOSE CONNECTOR;47J10113;C1000435-AA;ST0019734;Metal Fabrication
C1000450-AA;ST0025175;5;EA;FIRE EXTINGUISHER MOUNTI;LeCab;C1000450-AA;ST0025176;Metal Fabrication
C1000454-AA;ST0019847;7;EA;NEW LOWER A PILLAR SEAL;12036069;C1000454-AA;ST0019848;Others (Sealing, NVH, Hoses, …)
C1000463-AA;ST0019813;16;EA;CABIN INTERIOR CAMERA FE;47J09405;C1000463-AA;ST0019814;Electronic components
C1000464-AA;ST0019848;-12;EA;BOLT.HEX HEAD.FLANGED.M1;47129999;C1000464-AA;ST0019849;Fasteners
C1000464-AA;ST0019848;300;EA;BOLT.HEX HEAD.FLANGED.M1;47J08205;C1000464-AA;ST0019849;Fasteners
C1000493-AA;ST0019853;1;EA;WORM DRIVE CLAMP 20-32MM;47J09410;C1000493-AA;ST0019854;Fasteners
C1000493-AA;ST0019853;10;EA;WORM DRIVE CLAMP 20-32MM;47J11312;C1000493-AA;ST0019854;Fasteners
C1000497-AA;ST0020232;704;EA;NUT-HEX-FLG-EN1661-10- ZNSHL -M6;12042054;C1000497-AA;ST0020233;Fasteners
C1000497-AA;ST0020232;923;EA;NUT-HEX-FLG-EN1661-10- ZNSHL -M6;12043158;C1000497-AA;ST0020233;Fasteners
C1000497-AA;ST0020232;1 174,00;EA;NUT-HEX-FLG-EN1661-10- ZNSHL -M6;12043156;C1000497-AA;ST0020233;Fasteners
C1000499-AA;ST0020231;105;EA;NUT-HEX-FLG-EN1661-10-ZNSHL-M8;12043158;C1000499-AA;ST0020232;Fasteners
C1000499-AA;ST0020231;61;EA;NUT-HEX-FLG-EN1661-10-ZNSHL-M8;12043156;C1000499-AA;ST0020232;Fasteners
C1000499-AA;ST0020231;17;EA;NUT-HEX-FLG-EN1661-10-ZNSHL-M8;12043046;C1000499-AA;ST0020232;Fasteners
C1000500-AA;ST0020229;502;EA;NUT-HEX-FLG-EN1661-10-ZNSHL-M10;12043156;C1000500-AA;ST0020230;HV component
C1000501-AA;ST0020018;0;EA;REAR NITTO FOAM UPPER;47A03323;C1000501-AA;ST0020019;Others (Sealing, NVH, Hoses, …)
C1000501-AA;ST0020018;876;EA;REAR NITTO FOAM UPPER;12036038;C1000501-AA;ST0020019;Others (Sealing, NVH, Hoses, …)
C1000502-AA;ST0020019;97;EA;NITTO FOAM SEAL WITH BEA;12036038;C1000502-AA;ST0020020;Others (Sealing, NVH, Hoses, …)
C1000502-AA;ST0020019;1 000,00;EA;NITTO FOAM SEAL WITH BEA;47A03320;C1000502-AA;ST0020020;Others (Sealing, NVH, Hoses, …)
C1000502-AA;ST0020019;1 000,00;EA;NITTO FOAM SEAL WITH BEA;47A03324;C1000502-AA;ST0020020;Others (Sealing, NVH, Hoses, …)
C1000503-AA;ST0020020;0;EA;UPPER CORNER SEALING;47A03322;C1000503-AA;ST0020021;Others (Sealing, NVH, Hoses, …)
C1000503-AA;ST0020020;1 983,00;EA;UPPER CORNER SEALING;12036038;C1000503-AA;ST0020021;Others (Sealing, NVH, Hoses, …)
C1000504-AA;ST0020021;1 409,00;EA;DOOR STEP TRIM FOAM SEAL;12036038;C1000504-AA;ST0020022;Others (Sealing, NVH, Hoses, …)
C1000504-AA;ST0020021;0;EA;DOOR STEP TRIM FOAM SEAL;47A01111;C1000504-AA;ST0020022;Others (Sealing, NVH, Hoses, …)
C1000505-AA;ST0020022;0;EA;DOOR STEP TRIM SEALING F;47A03102;C1000505-AA;ST0020023;Others (Sealing, NVH, Hoses, …)
C1000505-AA;ST0020022;500;EA;DOOR STEP TRIM SEALING F;47A04009;C1000505-AA;ST0020023;Others (Sealing, NVH, Hoses, …)
C1000505-AA;ST0020022;431;EA;DOOR STEP TRIM SEALING F;12036038;C1000505-AA;ST0020023;Others (Sealing, NVH, Hoses, …)
C1000533-AA;ST0023685;1;EA;TESA TAPE 4657 30MM SILV;Rework47;C1000533-AA;ST0023686;Consumable
C1000537-AA;ST0020221;24;EA;CLIP MAUAL RELEASE BOWDE;VolKontr;C1000537-AA;ST0020222;Fasteners
C1000546-AA;ST0020242;105;EA;EHPAS EXTENSION HARNESS;12042054;C1000546-AA;ST0020243;Wiring Harness
C1000546-AA;ST0020242;39;EA;EHPAS EXTENSION HARNESS;47J10404;C1000546-AA;ST0020243;Wiring Harness
C1000546-AA;ST0020242;1;EA;EHPAS EXTENSION HARNESS;Q-Kabel;C1000546-AA;ST0020243;Wiring Harness
C1000548-AA;ST0020244;1 260,00;EA;2-PIECE FIXING TIES WITH;12043159;C1000548-AA;ST0020245;Wiring Harness
C1000549-AA;ST0023608;1 600,00;EA;M8X1.25 - 16MM. PC8.8. H;47J08104;C1000549-AA;ST0023609;Fasteners
C1000555-AA;ST0020306;-4;EA;TOP LOADING BOX FOR FIRE;47129999;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000555-AA;ST0020306;16;EA;TOP LOADING BOX FOR FIRE;47J03515;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000555-AA;ST0020306;18;EA;TOP LOADING BOX FOR FIRE;47J03516;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000555-AA;ST0020306;1;EA;TOP LOADING BOX FOR FIRE;47J04203;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000555-AA;ST0020306;18;EA;TOP LOADING BOX FOR FIRE;47J03512;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000555-AA;ST0020306;6;EA;TOP LOADING BOX FOR FIRE;U8003012;C1000555-AA;ST0020307;Others (Sealing, NVH, Hoses, …)
C1000558-AA;ST0022012;1 713,00;EA;BUNDLING CLIP WITH FIR T;12043068;C1000558-AA;ST0022013;Fasteners
C1000558-AA;ST0022012;20;EA;BUNDLING CLIP WITH FIR T;VERSAND;C1000558-AA;ST0022013;Fasteners
C1000562-AA;ST0020339;16;EA;SPACER-240V SOCKET;U5004011;C1000562-AA;ST0020340;Metal Fabrication
C1000563-AA;ST0021768;-12;EA;M8 HEX RIVNUT BOLLHOFF;47129999;C1000563-AA;ST0021769;Fasteners
C1000564-AA;ST0020907;150;EA;FIRE EXTINGUISHER BOX MO;U8003012;C1000564-AA;ST0020908;Others (Sealing, NVH, Hoses, …)
C1000564-AA;ST0020907;0;EA;FIRE EXTINGUISHER BOX MO;47J03513;C1000564-AA;ST0020908;Others (Sealing, NVH, Hoses, …)
C1000564-AA;ST0020907;52;EA;FIRE EXTINGUISHER BOX MO;47J06102;C1000564-AA;ST0020908;Others (Sealing, NVH, Hoses, …)
C1000564-AA;ST0020907;20;EA;FIRE EXTINGUISHER BOX MO;47124099;C1000564-AA;ST0020908;Others (Sealing, NVH, Hoses, …)
C1000565-AA;ST0021809;2;M;FOAM - IP UPPER TO DEMIS;Rework47;C1000565-AA;ST0021810;Consumable
C1000578-AA;ST0023720;2;EA;HELLERMANNTYTON SPIRAL W;25128040;C1000578-AA;ST0023721;Consumable
C1000578-AA;ST0023720;1;EA;HELLERMANNTYTON SPIRAL W;W1506012;C1000578-AA;ST0023721;Consumable
C1000579-AA;ST0021996;162;EA;UPPER STEERING COLUMN TR;12033018;C1000579-AA;ST0021997;Metal Fabrication
C1000597-AA;ST0021988;20;EA;HOSE SUPPORT BRACKET ASS;we47a;C1000597-AA;ST0021989;Metal Fabrication
C1000605-AA;ST0023232;14;EA;APU TO TANK SUPPORT BRAC;47J11102;C1000605-AA;ST0023233;Metal Fabrication
C1000606-AA;ST0022278;219;EA;PLUG 5-16;12042034;C1000606-AA;ST0022279;Axle and suspension
C1000607-AA;ST0022279;4;EA;GROMMET 3 PHASE CABLE;12042034;C1000607-AA;ST0022280;Wiring Harness
C1000607-AA;ST0022279;1;EA;GROMMET 3 PHASE CABLE;47U09006;C1000607-AA;ST0022280;Wiring Harness
C1000608-AA;ST0022280;3;EA;LOCTITE 577;U1002022;C1000608-AA;ST0022281;Consumable
C1000616-AA;ST0024405;1;EA;WASHER ISOLATOR HYDROCON;25129091;C1000616-AA;ST0024406;Metal Fabrication
C1000616-AA;ST0024405;150;EA;WASHER ISOLATOR HYDROCON;U7505012;C1000616-AA;ST0024406;Metal Fabrication
C1000616-AA;ST0024405;14;EA;WASHER ISOLATOR HYDROCON;12043178;C1000616-AA;ST0024406;Metal Fabrication
C1000621-AA;ST0022287;37;EA;CHECKING VALVE HOSE;U2003011;C1000621-AA;ST0022288;Consumable
C1000622-AA;ST0022288;317;EA;RS PRO SNAP GRIP HOSE CL;12042054;C1000622-AA;ST0022289;Fasteners
C1000622-AA;ST0022288;0;EA;RS PRO SNAP GRIP HOSE CL;we47a;C1000622-AA;ST0022289;Fasteners
C1000622-AA;ST0022288;40;EA;RS PRO SNAP GRIP HOSE CL;W1506012;C1000622-AA;ST0022289;Fasteners
C1000631-AA;ST0022289;0;EA;ROOF SEAL;47U09010;C1000631-AA;ST0022290;Others (Sealing, NVH, Hoses, …)
C1000636-AA;ST0022293;175;EA;BRACKET LH ADU TO HVAC;U5003052;C1000636-AA;ST0022294;Metal Fabrication
C1000636-AA;ST0022293;0;EA;BRACKET LH ADU TO HVAC;WE47A;C1000636-AA;ST0022294;Metal Fabrication
C1000636-AA;ST0022293;19;EA;BRACKET LH ADU TO HVAC;12034018;C1000636-AA;ST0022294;Metal Fabrication
C1000637-AA;ST0022294;0;EA;BRACKET RH ADU TO HVAC;WE47A;C1000637-AA;ST0022295;Metal Fabrication
C1000637-AA;ST0022294;11;EA;BRACKET RH ADU TO HVAC;12034018;C1000637-AA;ST0022295;Metal Fabrication
C1000637-AA;ST0022294;170;EA;BRACKET RH ADU TO HVAC;U5003051;C1000637-AA;ST0022295;Metal Fabrication
C1000638-AA;ST0022710;1 297,00;EA;PUSHIN SWIVEL PIPE CLIP;12034028;C1000638-AA;ST0022711;Fasteners
C1000639-AA;ST0022671;1 045,00;EA;PUSHIN SWIVEL PIPE CLIP;12034028;C1000639-AA;ST0022672;Fasteners
C1000642-AA;ST0022295;33;EA;TAIL LIFT SLIDER CONTROL;Auktion;C1000642-AA;ST0022296;Others (Sealing, NVH, Hoses, …)
C1000646-AA;ST0022296;32;EA;LV HARNESS  PRIVATE CAN;Q-Kabel;C1000646-AA;ST0022297;Wiring Harness
C1000647-AA;ST0022298;2;EA;LOCTITE 242-243-248;U4003012;C1000647-AA;ST0022299;Consumable
C1000648-AA;ST0022299;2 000,00;EA;M6 HEX RIVNUT BOLLHOFF 0;U3002022;C1000648-AA;ST0022300;Fasteners
C1000649-AA;ST0022300;2 500,00;EA;M6 ROUND RIVNUT BOLLHOFF;AQS;C1000649-AA;ST0022301;Fasteners
C1000650-AA;ST0022311;400;EA;M6 ROUND RIVNUT BOLLHOFF;AQS;C1000650-AA;ST0022312;Fasteners
C1000655-AA;ST0022325;10;EA;BUTYL DOOR LOWER SEAL;12036079;C1000655-AA;ST0022326;Consumable
C1000667-AA;ST0022777;1 000,00;EA;M6 X 14-18.5MM ROUND RIV;AQS;C1000667-AA;ST0022778;Fasteners
C1000667-AA;ST0022777;1 000,00;EA;M6 X 14-18.5MM ROUND RIV;U4004012;C1000667-AA;ST0022778;Fasteners
C1000667-AA;ST0022777;1 000,00;EA;M6 X 14-18.5MM ROUND RIV;U7001022;C1000667-AA;ST0022778;Fasteners
C1000679-AA;ST0023799;3;EA;USB CABLE CONTAINMENT FO;12033018;C1000679-AA;ST0023800;Electronic components
C1000679-AA;ST0023799;-3;EA;USB CABLE CONTAINMENT FO;12039999;C1000679-AA;ST0023800;Electronic components
C1000679-AA;ST0023799;1;EA;USB CABLE CONTAINMENT FO;12061000;C1000679-AA;ST0023800;Electronic components
C1000684-AA;ST0023207;403;EA;STAINLESS STEEL PRECISIO;12034028;C1000684-AA;ST0023208;Fasteners
C1000687-AA;ST0023208;2;EA;LOCTITE 648;we47a;C1000687-AA;ST0023209;Consumable
C1000687-AA;ST0023208;6;EA;LOCTITE 648;W1506012;C1000687-AA;ST0023209;Consumable
C1000687-AA;ST0023208;6;EA;LOCTITE 648;47J01101;C1000687-AA;ST0023209;Consumable
C1000697-AA;ST0023250;4 700,00;EA;CONN CLIP WITH FIR TREE;Auktion;C1000697-AA;ST0023251;Fasteners
C1000697-AA;ST0023250;-9;EA;CONN CLIP WITH FIR TREE;47129999;C1000697-AA;ST0023251;Fasteners
C1000697-AA;ST0023250;0;EA;CONN CLIP WITH FIR TREE;47j03102;C1000697-AA;ST0023251;Fasteners
C1000697-AA;ST0023250;0;EA;CONN CLIP WITH FIR TREE;47J05215;C1000697-AA;ST0023251;Fasteners
C1000724-AA;ST0023231;48;EA;COOLANT VALVE 3 WAY;47EGLIFT;C1000724-AA;ST0023232;Thermal & HVAC
C1000724-AA;ST0023231;21;EA;COOLANT VALVE 3 WAY;12042054;C1000724-AA;ST0023232;Thermal & HVAC
C1000726-AA;ST0023251;500;EA;M8 ROUND RIVNUT 5-8MM RS;U3002022;C1000726-AA;ST0023252;Fasteners
C1000726-AA;ST0023251;200;EA;M8 ROUND RIVNUT 5-8MM RS;47J04308;C1000726-AA;ST0023252;Fasteners
C1000726-AA;ST0023251;400;EA;M8 ROUND RIVNUT 5-8MM RS;AQS;C1000726-AA;ST0023252;Fasteners
C1000728-AA;ST0023253;2 737,00;EA;CLIP OVAL ENTRY OFFSET;47J04201;C1000728-AA;ST0023254;Electronic components
C1000728-AA;ST0023253;139;EA;CLIP OVAL ENTRY OFFSET;12042054;C1000728-AA;ST0023254;Electronic components
C1000728-AA;ST0023253;200;EA;CLIP OVAL ENTRY OFFSET;47A04216;C1000728-AA;ST0023254;Electronic components
C1000731-AA;ST0023254;14;EA;BRACKET ASSEMBLY CLAMP S;12042054;C1000731-AA;ST0023255;Metal Fabrication
C1000731-AA;ST0023254;0;EA;BRACKET ASSEMBLY CLAMP S;47J03414;C1000731-AA;ST0023255;Metal Fabrication
C1000731-AA;ST0023254;27;EA;BRACKET ASSEMBLY CLAMP S;47j06103;C1000731-AA;ST0023255;Metal Fabrication
C1000740-AA;ST0023256;15;EA;FRONT WHEEL ARCH BRACE B;Rework47;C1000740-AA;ST0023257;Metal Fabrication
C1000742-AA;ST0023257;355;EA;PAN HEAD SCREW WITH HEXA;12036238;C1000742-AA;ST0023258;HV component
C1000748-AA;ST0023555;186;EA;M16X2 STUD - CAB MOUNTIN;12043039;C1000748-AA;ST0023556;Fasteners
C1000748-AA;ST0023555;70;EA;M16X2 STUD - CAB MOUNTIN;12036018;C1000748-AA;ST0023556;Fasteners
C1000748-AA;ST0023555;0;EA;M16X2 STUD - CAB MOUNTIN;22H24021;C1000748-AA;ST0023556;Fasteners
C1000750-AA;ST0023688;34;EA;SIDE DOOR CONNECTION PLA;Auktion;C1000750-AA;ST0023689;Others (Sealing, NVH, Hoses, …)
C1000750-AA;ST0023688;0;EA;SIDE DOOR CONNECTION PLA;we47a;C1000750-AA;ST0023689;Others (Sealing, NVH, Hoses, …)
C1000752-AA;ST0023609;5;EA;BRACKET AIR PIPES SUPPOR;12061000;C1000752-AA;ST0023610;Metal Fabrication
C1000758-AA;ST0023611;10;EA;LEFT SIDE BRACKET TRAY C;WE47A;C1000758-AA;ST0023612;Metal Fabrication
C1000758-AA;ST0023611;17;EA;LEFT SIDE BRACKET TRAY C;12061000;C1000758-AA;ST0023612;Metal Fabrication
C1000758-AA;ST0023611;0;EA;LEFT SIDE BRACKET TRAY C;02u001;C1000758-AA;ST0023612;Metal Fabrication
C1000770-AA;ST0023689;5;EA;LOADBOX SIDEWALL LH SING;Auktion;C1000770-AA;ST0023690;Others (Sealing, NVH, Hoses, …)
C1000772-AA;ST0023691;5;EA;LOADBOX SIDEWALL RH SING;Auktion;C1000772-AA;ST0023692;Others (Sealing, NVH, Hoses, …)
C1000775-AA;ST0023854;0;EA;L SECURITY BRACKET - CAB;WE47A;C1000775-AA;ST0023855;Metal Fabrication
C1000775-AA;ST0023854;87;EA;L SECURITY BRACKET - CAB;Rework47;C1000775-AA;ST0023855;Metal Fabrication
C1000775-AA;ST0023854;6;EA;L SECURITY BRACKET - CAB;47124099;C1000775-AA;ST0023855;Metal Fabrication
C1000784-AA;ST0023635;30;EA;LV HARNESS-CABIN OVERLAY;Q-Kabel;C1000784-AA;ST0023636;Wiring Harness
C1000785-AA;ST0023636;30;EA;LV HARNESS-IP OVERLAY-16;Q-Kabel;C1000785-AA;ST0023637;Wiring Harness
C1000827-AA;ST0023837;1;EA;LEFT SIDE BRACKET HANGER;12043139;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;0;EA;LEFT SIDE BRACKET HANGER;47EGLIFT;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;1;EA;LEFT SIDE BRACKET HANGER;12043149;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;25;EA;LEFT SIDE BRACKET HANGER;02U001;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;6;EA;LEFT SIDE BRACKET HANGER;WE47A;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;14;EA;LEFT SIDE BRACKET HANGER;47UZONE2;C1000827-AA;ST0023838;Metal Fabrication
C1000827-AA;ST0023837;2;EA;LEFT SIDE BRACKET HANGER;W0105011;C1000827-AA;ST0023838;Metal Fabrication
C1000830-AA;ST0023838;-78;EA;STANCHION SPREADER PLATE;47129999;C1000830-AA;ST0023839;Metal Fabrication
C1000830-AA;ST0023838;60;EA;STANCHION SPREADER PLATE;47125001;C1000830-AA;ST0023839;Metal Fabrication
C1000830-AA;ST0023838;0;EA;STANCHION SPREADER PLATE;56W45304;C1000830-AA;ST0023839;Metal Fabrication
C1000830-AA;ST0023838;0;EA;STANCHION SPREADER PLATE;56W45101;C1000830-AA;ST0023839;Metal Fabrication
C1000830-AA;ST0023838;210;EA;STANCHION SPREADER PLATE;47U09114;C1000830-AA;ST0023839;Metal Fabrication
C1000830-AA;ST0023838;192;EA;STANCHION SPREADER PLATE;W4002011;C1000830-AA;ST0023839;Metal Fabrication
C1000833-AA;ST0023839;-78;EA;STANCHION INTERNAL SUPPO;47129999;C1000833-AA;ST0023840;Metal Fabrication
C1000843-AA;ST0025162;42;EA;COOLANT HOSE;12042054;C1000843-AA;ST0025163;Thermal & HVAC
C1000856-AA;ST0024681;3;EA;SLIDER LIFTS STRAP;12061000;C1000856-AA;ST0024682;Others (Sealing, NVH, Hoses, …)
C1000856-AA;ST0024681;137;EA;SLIDER LIFTS STRAP;Auktion;C1000856-AA;ST0024682;Others (Sealing, NVH, Hoses, …)
C1000857-AB;ST0025324;7;EA;UPPER LOAD DOOR;Auktion;C1000857-AB;ST0025325;Others (Sealing, NVH, Hoses, …)
C1000857-AB;ST0025324;0;EA;UPPER LOAD DOOR;we47a;C1000857-AB;ST0025325;Others (Sealing, NVH, Hoses, …)
C1000858-AA;ST0024682;19;EA;COVER PROTECTION DOOR AR;12036269;C1000858-AA;ST0024683;Exterior Trim
C1000858-AA;ST0024682;0;EA;COVER PROTECTION DOOR AR;WE47A;C1000858-AA;ST0024683;Exterior Trim
C1000858-AA;ST0024682;4;EA;COVER PROTECTION DOOR AR;22B25001;C1000858-AA;ST0024683;Exterior Trim
C1000859-AA;ST0024683;0;EA;COVER PROTECTION DOOR AR;WE47A;C1000859-AA;ST0024684;Exterior Trim
C1000859-AA;ST0024683;3;EA;COVER PROTECTION DOOR AR;22B25001;C1000859-AA;ST0024684;Exterior Trim
C1000859-AA;ST0024683;19;EA;COVER PROTECTION DOOR AR;12036269;C1000859-AA;ST0024684;Exterior Trim
C1000869-AA1;ST0024417;0;EA;PANEL TRIM LWR FR CTR WI;22L23111;C1000869-AA2;ST0024418;Interior Trim 
C1000869-AA1;ST0024417;13;EA;PANEL TRIM LWR FR CTR WI;Rework25;C1000869-AA2;ST0024418;Interior Trim 
C1000888-AB;ST0025329;0;EA;UPPER MOUNTING BRACKET -;we47a;C1000888-AB;ST0025330;Others (Sealing, NVH, Hoses, …)
C1000888-AB;ST0025329;14;EA;UPPER MOUNTING BRACKET -;Auktion;C1000888-AB;ST0025330;Others (Sealing, NVH, Hoses, …)
C1000890-AB;ST0025330;14;EA;LOWER MOUNTING BRACKET -;Auktion;C1000890-AB;ST0025331;Others (Sealing, NVH, Hoses, …)
C1000890-AB;ST0025330;0;EA;LOWER MOUNTING BRACKET -;we47a;C1000890-AB;ST0025331;Others (Sealing, NVH, Hoses, …)
C1000891-AB;ST0025331;0;EA;SPACER - UPPER LOAD DOOR;we47a;C1000891-AB;ST0025332;Others (Sealing, NVH, Hoses, …)
C1000891-AB;ST0025331;14;EA;SPACER - UPPER LOAD DOOR;Auktion;C1000891-AB;ST0025332;Others (Sealing, NVH, Hoses, …)
C1000892-AA;ST0024429;14;EA;HINGE - UPPER LOAD DOOR;Auktion;C1000892-AA;ST0024430;Others (Sealing, NVH, Hoses, …)
C1000893-AA;ST0024430;7;EA;GRAB STRAP & ANCHOR PLAT;Auktion;C1000893-AA;ST0024431;Others (Sealing, NVH, Hoses, …)
C1000896-AA;ST0024684;8;EA;SIDE SKIRT RH RR AMBIENT;Auktion;C1000896-AA;ST0024685;SMC / Carbon Fibre
C1000897-AA;ST0024685;8;EA;SIDE SKIRT LH RR AMBIENT;Auktion;C1000897-AA;ST0024686;SMC / Carbon Fibre
C1000905-AA;ST0024686;-1;EA;END SKIRT RR WITH TAIL L;47129999;C1000905-AA;ST0024687;SMC / Carbon Fibre
C1000905-AA;ST0024686;1;EA;END SKIRT RR WITH TAIL L;Auktion2;C1000905-AA;ST0024687;SMC / Carbon Fibre
C1000905-AA;ST0024686;6;EA;END SKIRT RR WITH TAIL L;47EGLIFT;C1000905-AA;ST0024687;SMC / Carbon Fibre
C1000905-AA;ST0024686;0;EA;END SKIRT RR WITH TAIL L;lack;C1000905-AA;ST0024687;SMC / Carbon Fibre
C1000905-AA;ST0024686;33;EA;END SKIRT RR WITH TAIL L;47UZONE4;C1000905-AA;ST0024687;SMC / Carbon Fibre
C1000925-AA;ST0025177;24;EA;BRACKET PDU LEFT SIDE;12043046;C1000925-AA;ST0025178;Metal Fabrication
C1000927-AA;ST0025178;25;EA;BRACKET PDU HV CHARGE CA;12043046;C1000927-AA;ST0025179;Metal Fabrication
C1000930-AA;ST0025179;0;EA;BRACKET PDU RIGHT SIDE;56W45104;C1000930-AA;ST0025180;Metal Fabrication
C1000930-AA;ST0025179;1;EA;BRACKET PDU RIGHT SIDE;12043046;C1000930-AA;ST0025180;Metal Fabrication
C1000930-AA;ST0025179;2;EA;BRACKET PDU RIGHT SIDE;QREKLAM;C1000930-AA;ST0025180;Metal Fabrication
C1000930-AA;ST0025179;20;EA;BRACKET PDU RIGHT SIDE;U6005041;C1000930-AA;ST0025180;Metal Fabrication
C1000931-AA;ST0025180;26;EA;BRACKET PDU RIGHT SIDE S;12043046;C1000931-AA;ST0025181;Metal Fabrication
C1000936-AA;ST0025181;0;EA;BRACKET PDU HV CABLE AND;47U08205;C1000936-AA;ST0025182;Metal Fabrication
C1000936-AA;ST0025181;42;EA;BRACKET PDU HV CABLE AND;12043046;C1000936-AA;ST0025182;Metal Fabrication
C1000936-AA;ST0025181;0;EA;BRACKET PDU HV CABLE AND;we47a;C1000936-AA;ST0025182;Metal Fabrication
C1000939-AA;ST0025182;23;EA;BRACKET PDU REAR HV CABL;12043046;C1000939-AA;ST0025183;Metal Fabrication
C1000940-AA;ST0025183;25;EA;BRACKET PDU REAR HV CABL;12043046;C1000940-AA;ST0025184;Metal Fabrication
C1000942-AA;ST0025184;21;EA;BRACKET MID PACKAGE LH;12043028;C1000942-AA;ST0025185;Metal Fabrication
C1000943-AA;ST0025185;23;EA;BRACKET MID PACKAGE RH;12043028;C1000943-AA;ST0025186;Metal Fabrication
C1000947-AA;ST0025186;24;EA;BRACE PDU FRONT;12043046;C1000947-AA;ST0025187;Metal Fabrication
C1000948-AA;ST0025187;16;EA;BRACKET PDU BOTTOM;Rework25;C1000948-AA;ST0025188;Metal Fabrication
C1000951-AA;ST0025188;24;EA;BRACKET PDU FRONT TO CRO;12043046;C1000951-AA;ST0025189;Metal Fabrication
